image_a,image_b,split_a,split_b,class_a,class_b,hash_distance
dataset/test/meningioma/Te-me_0050.jpg,dataset/train/meningioma/Tr-me_0229.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0051.jpg,dataset/train/meningioma/Tr-me_0230.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0052.jpg,dataset/train/meningioma/Tr-me_0231.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0053.jpg,dataset/train/meningioma/Tr-me_0232.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0054.jpg,dataset/train/meningioma/Tr-me_0221.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0054.jpg,dataset/train/meningioma/Tr-me_0233.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0055.jpg,dataset/train/meningioma/Tr-me_0234.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0056.jpg,dataset/train/meningioma/Tr-me_0235.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0057.jpg,dataset/train/meningioma/Tr-me_0236.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0058.jpg,dataset/train/meningioma/Tr-me_0237.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0060.jpg,dataset/train/meningioma/Tr-me_0239.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0062.jpg,dataset/train/meningioma/Tr-me_0241.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0063.jpg,dataset/train/meningioma/Tr-me_0242.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0065.jpg,dataset/train/meningioma/Tr-me_0243.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0066.jpg,dataset/train/meningioma/Tr-me_0244.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0067.jpg,dataset/train/meningioma/Tr-me_0245.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0068.jpg,dataset/test/meningioma/Te-me_0095.jpg,test,test,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0068.jpg,dataset/train/meningioma/Tr-me_0187.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0068.jpg,dataset/train/meningioma/Tr-me_0246.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0068.jpg,dataset/train/meningioma/Tr-me_0272.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0069.jpg,dataset/train/meningioma/Tr-me_0247.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0070.jpg,dataset/train/meningioma/Tr-me_0191.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0071.jpg,dataset/test/meningioma/Te-me_0073.jpg,test,test,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0071.jpg,dataset/train/meningioma/Tr-me_0249.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0071.jpg,dataset/train/meningioma/Tr-me_0251.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0072.jpg,dataset/train/meningioma/Tr-me_0250.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0073.jpg,dataset/train/meningioma/Tr-me_0249.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0073.jpg,dataset/train/meningioma/Tr-me_0251.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0074.jpg,dataset/train/meningioma/Tr-me_0252.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0075.jpg,dataset/train/meningioma/Tr-me_0253.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0076.jpg,dataset/train/meningioma/Tr-me_0208.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0076.jpg,dataset/train/meningioma/Tr-me_0254.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0077.jpg,dataset/train/meningioma/Tr-me_0255.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0078.jpg,dataset/train/meningioma/Tr-me_0256.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0079.jpg,dataset/train/meningioma/Tr-me_0257.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0080.jpg,dataset/train/meningioma/Tr-me_0258.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0081.jpg,dataset/train/meningioma/Tr-me_0192.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0082.jpg,dataset/train/meningioma/Tr-me_0259.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0083.jpg,dataset/train/meningioma/Tr-me_0260.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0084.jpg,dataset/train/meningioma/Tr-me_0261.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0085.jpg,dataset/train/meningioma/Tr-me_0262.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0086.jpg,dataset/train/meningioma/Tr-me_0263.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0087.jpg,dataset/train/meningioma/Tr-me_0264.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0088.jpg,dataset/train/meningioma/Tr-me_0265.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0089.jpg,dataset/train/meningioma/Tr-me_0266.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0091.jpg,dataset/train/meningioma/Tr-me_0268.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0092.jpg,dataset/train/meningioma/Tr-me_0193.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0093.jpg,dataset/train/meningioma/Tr-me_0212.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0093.jpg,dataset/train/meningioma/Tr-me_0270.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0094.jpg,dataset/train/meningioma/Tr-me_0271.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0095.jpg,dataset/train/meningioma/Tr-me_0187.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0095.jpg,dataset/train/meningioma/Tr-me_0246.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0095.jpg,dataset/train/meningioma/Tr-me_0272.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0096.jpg,dataset/train/meningioma/Tr-me_0273.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0097.jpg,dataset/train/meningioma/Tr-me_0274.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0098.jpg,dataset/train/meningioma/Tr-me_0275.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0099.jpg,dataset/train/meningioma/Tr-me_0276.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0100.jpg,dataset/train/meningioma/Tr-me_0277.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0101.jpg,dataset/train/meningioma/Tr-me_0278.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0102.jpg,dataset/train/meningioma/Tr-me_0279.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0103.jpg,dataset/train/meningioma/Tr-me_0194.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0104.jpg,dataset/train/meningioma/Tr-me_0175.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0104.jpg,dataset/train/meningioma/Tr-me_0205.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0104.jpg,dataset/train/meningioma/Tr-me_0281.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0105.jpg,dataset/train/meningioma/Tr-me_0282.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0106.jpg,dataset/test/meningioma/Te-me_0143.jpg,test,test,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0106.jpg,dataset/train/meningioma/Tr-me_0283.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0107.jpg,dataset/test/meningioma/Te-meTr_0004.jpg,test,test,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0107.jpg,dataset/train/meningioma/Tr-me_0292.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0107.jpg,dataset/train/meningioma/Tr-me_0595.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0108.jpg,dataset/train/meningioma/Tr-me_0303.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0109.jpg,dataset/train/meningioma/Tr-me_0314.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0110.jpg,dataset/test/meningioma/Te-me_0145.jpg,test,test,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0111.jpg,dataset/train/meningioma/Tr-me_0335.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0112.jpg,dataset/train/meningioma/Tr-me_0346.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0113.jpg,dataset/train/meningioma/Tr-me_0357.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0114.jpg,dataset/train/meningioma/Tr-me_0184.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0133.jpg,dataset/train/meningioma/Tr-me_0063.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0135.jpg,dataset/train/meningioma/Tr-me_0071.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0138.jpg,dataset/train/meningioma/Tr-me_0795.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0140.jpg,dataset/test/meningioma/Te-meTr_0002.jpg,test,test,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0143.jpg,dataset/train/meningioma/Tr-me_0283.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0232.jpg,dataset/train/meningioma/Tr-me_1079.jpg,test,train,meningioma,meningioma,0
dataset/test/meningioma/Te-me_0290.jpg,dataset/train/meningioma/Tr-me_0345.jpg,test,train,meningioma,meningioma,0
dataset/test/notumor/Te-noTr_0000.jpg,dataset/train/notumor/Tr-no_0041.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0001.jpg,dataset/train/notumor/Tr-no_0051.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0001.jpg,dataset/train/notumor/Tr-no_0331.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0001.jpg,dataset/train/notumor/Tr-no_0347.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0001.jpg,dataset/train/notumor/Tr-no_0373.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0001.jpg,dataset/train/notumor/Tr-no_1088.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0002.jpg,dataset/train/notumor/Tr-no_0253.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0003.jpg,dataset/train/notumor/Tr-no_0320.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0004.jpg,dataset/train/notumor/Tr-no_0255.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0005.jpg,dataset/train/notumor/Tr-no_0258.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0006.jpg,dataset/train/notumor/Tr-no_0260.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0007.jpg,dataset/train/notumor/Tr-no_0052.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0007.jpg,dataset/train/notumor/Tr-no_0352.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0007.jpg,dataset/train/notumor/Tr-no_1089.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0008.jpg,dataset/train/notumor/Tr-no_0053.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0008.jpg,dataset/train/notumor/Tr-no_1090.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0009.jpg,dataset/train/notumor/Tr-no_0054.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-noTr_0009.jpg,dataset/train/notumor/Tr-no_1091.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0010.jpg,dataset/train/notumor/Tr-no_0055.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0010.jpg,dataset/train/notumor/Tr-no_1039.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0011.jpg,dataset/test/notumor/Te-no_0048.jpg,test,test,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0011.jpg,dataset/test/notumor/Te-no_0053.jpg,test,test,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0011.jpg,dataset/test/notumor/Te-no_0068.jpg,test,test,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0011.jpg,dataset/test/notumor/Te-no_0087.jpg,test,test,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0011.jpg,dataset/train/notumor/Tr-no_0056.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0011.jpg,dataset/train/notumor/Tr-no_0224.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0011.jpg,dataset/train/notumor/Tr-no_0268.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0011.jpg,dataset/train/notumor/Tr-no_0332.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0011.jpg,dataset/train/notumor/Tr-no_0350.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0011.jpg,dataset/train/notumor/Tr-no_0982.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0012.jpg,dataset/test/notumor/Te-no_0044.jpg,test,test,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0012.jpg,dataset/test/notumor/Te-no_0055.jpg,test,test,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0012.jpg,dataset/test/notumor/Te-no_0061.jpg,test,test,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0012.jpg,dataset/train/notumor/Tr-no_0057.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0012.jpg,dataset/train/notumor/Tr-no_0180.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0012.jpg,dataset/train/notumor/Tr-no_0291.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0012.jpg,dataset/train/notumor/Tr-no_0324.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0012.jpg,dataset/train/notumor/Tr-no_0984.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0013.jpg,dataset/train/notumor/Tr-no_0058.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0014.jpg,dataset/train/notumor/Tr-no_0059.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0014.jpg,dataset/train/notumor/Tr-no_1173.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0015.jpg,dataset/train/notumor/Tr-no_0061.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0016.jpg,dataset/train/notumor/Tr-no_0042.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0016.jpg,dataset/train/notumor/Tr-no_1147.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0017.jpg,dataset/test/notumor/Te-no_0074.jpg,test,test,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0017.jpg,dataset/train/notumor/Tr-no_0062.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0017.jpg,dataset/train/notumor/Tr-no_0337.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0017.jpg,dataset/train/notumor/Tr-no_1159.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0018.jpg,dataset/test/notumor/Te-no_0070.jpg,test,test,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0018.jpg,dataset/train/notumor/Tr-no_0063.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0018.jpg,dataset/train/notumor/Tr-no_0334.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0018.jpg,dataset/train/notumor/Tr-no_0974.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0019.jpg,dataset/test/notumor/Te-no_0062.jpg,test,test,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0019.jpg,dataset/test/notumor/Te-no_0073.jpg,test,test,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0019.jpg,dataset/train/notumor/Tr-no_0064.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0019.jpg,dataset/train/notumor/Tr-no_0325.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0019.jpg,dataset/train/notumor/Tr-no_0336.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0019.jpg,dataset/train/notumor/Tr-no_1183.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0020.jpg,dataset/train/notumor/Tr-no_0065.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0021.jpg,dataset/test/notumor/Te-no_0072.jpg,test,test,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0021.jpg,dataset/train/notumor/Tr-no_0335.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0021.jpg,dataset/train/notumor/Tr-no_0394.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0021.jpg,dataset/train/notumor/Tr-no_0978.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0022.jpg,dataset/test/notumor/Te-no_0075.jpg,test,test,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0022.jpg,dataset/train/notumor/Tr-no_0069.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0022.jpg,dataset/train/notumor/Tr-no_0338.jpg,test,train,no_tumor,no_tumor,0
dataset/test/notumor/Te-no_0022.jpg,dataset/train/notumor/Tr-no_1084.jpg,test,train,no_tumor,no_tumor,0
