hash,file_path,split,physical_class,canonical_class,duplicate_group_size,cross_split_duplicate,cross_class_duplicate
25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,dataset/train/notumor/Tr-no_0365.jpg,train,notumor,no_tumor,4,False,False
25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,dataset/train/notumor/Tr-no_0368.jpg,train,notumor,no_tumor,4,False,False
270d8daa78d030858d13b95aad0f59bf3cd78b17a6ab1604e0118342676de60f,dataset/train/notumor/Tr-no_0194.jpg,train,notumor,no_tumor,2,False,False
270d8daa78d030858d13b95aad0f59bf3cd78b17a6ab1604e0118342676de60f,dataset/train/notumor/Tr-no_0200.jpg,train,notumor,no_tumor,2,False,False
2779f5d9e97ff8a2283e34ab88a7e6de22c561367944758e2796f427fd2dddd9,dataset/train/notumor/Tr-no_0234.jpg,train,notumor,no_tumor,3,False,False
2779f5d9e97ff8a2283e34ab88a7e6de22c561367944758e2796f427fd2dddd9,dataset/train/notumor/Tr-no_0239.jpg,train,notumor,no_tumor,3,False,False
2779f5d9e97ff8a2283e34ab88a7e6de22c561367944758e2796f427fd2dddd9,dataset/train/notumor/Tr-no_1135.jpg,train,notumor,no_tumor,3,False,False
280d387f9ef5c5407c3a5618fc7e3a861fed385c6f4c2e11e1ee9b13a7faa102,dataset/train/notumor/Tr-no_0144.jpg,train,notumor,no_tumor,2,False,False
280d387f9ef5c5407c3a5618fc7e3a861fed385c6f4c2e11e1ee9b13a7faa102,dataset/train/notumor/Tr-no_0294.jpg,train,notumor,no_tumor,2,False,False
29f5011764730ed401f04b4978195c0b9fcedb005c3408f89a7586259cb1b675,dataset/train/notumor/Tr-no_0073.jpg,train,notumor,no_tumor,2,False,False
29f5011764730ed401f04b4978195c0b9fcedb005c3408f89a7586259cb1b675,dataset/train/notumor/Tr-no_0078.jpg,train,notumor,no_tumor,2,False,False
2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,dataset/train/notumor/Tr-no_0150.jpg,train,notumor,no_tumor,4,False,False
2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,dataset/train/notumor/Tr-no_0164.jpg,train,notumor,no_tumor,4,False,False
2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,dataset/train/notumor/Tr-no_0242.jpg,train,notumor,no_tumor,4,False,False
2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,dataset/train/notumor/Tr-no_1117.jpg,train,notumor,no_tumor,4,False,False
2bcf7f2051a470cc90e74522c8141783f4e6e3b36b033e622bb446070804fbce,dataset/train/notumor/Tr-no_0225.jpg,train,notumor,no_tumor,2,False,False
2bcf7f2051a470cc90e74522c8141783f4e6e3b36b033e622bb446070804fbce,dataset/train/notumor/Tr-no_1126.jpg,train,notumor,no_tumor,2,False,False
2c0036409ce103a8668735db595e18d01fbd821ca66e8ef43c77d6a4add544de,dataset/test/notumor/Te-no_0090.jpg,test,notumor,no_tumor,2,True,False
2c0036409ce103a8668735db595e18d01fbd821ca66e8ef43c77d6a4add544de,dataset/train/notumor/Tr-no_0354.jpg,train,notumor,no_tumor,2,True,False
2c6470345e908770e6f61b6a2e55cc80288f8598149e3b4558a1d79dfdba6c4a,dataset/test/notumor/Te-no_0046.jpg,test,notumor,no_tumor,3,True,False
2c6470345e908770e6f61b6a2e55cc80288f8598149e3b4558a1d79dfdba6c4a,dataset/train/notumor/Tr-no_0202.jpg,train,notumor,no_tumor,3,True,False
2c6470345e908770e6f61b6a2e55cc80288f8598149e3b4558a1d79dfdba6c4a,dataset/train/notumor/Tr-no_1178.jpg,train,notumor,no_tumor,3,True,False
2cd1096a6415c70403948e7aaac0694451619850a4ce545b4f9134b06401248b,dataset/train/notumor/Tr-no_0281.jpg,train,notumor,no_tumor,2,False,False
2cd1096a6415c70403948e7aaac0694451619850a4ce545b4f9134b06401248b,dataset/train/notumor/Tr-no_1156.jpg,train,notumor,no_tumor,2,False,False
2db2426323e2d116ddfd79ca17da4f0c3861a527eba11414ce1ffe403b5810bd,dataset/train/notumor/Tr-no_0960.jpg,train,notumor,no_tumor,2,False,False
2db2426323e2d116ddfd79ca17da4f0c3861a527eba11414ce1ffe403b5810bd,dataset/train/notumor/Tr-no_1157.jpg,train,notumor,no_tumor,2,False,False
2e9979eb629886f51f2e4b143f7526fe57537077b3bcb1bfd7d4ecad00b30547,dataset/train/notumor/Tr-no_0226.jpg,train,notumor,no_tumor,2,False,False
2e9979eb629886f51f2e4b143f7526fe57537077b3bcb1bfd7d4ecad00b30547,dataset/train/notumor/Tr-no_1127.jpg,train,notumor,no_tumor,2,False,False
2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,dataset/train/notumor/Tr-no_0117.jpg,train,notumor,no_tumor,5,False,False
2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,dataset/train/notumor/Tr-no_0131.jpg,train,notumor,no_tumor,5,False,False
2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,dataset/train/notumor/Tr-no_0366.jpg,train,notumor,no_tumor,5,False,False
2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,dataset/train/notumor/Tr-no_0369.jpg,train,notumor,no_tumor,5,False,False
2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,dataset/train/notumor/Tr-no_1095.jpg,train,notumor,no_tumor,5,False,False
303c5c415fc8be331907a13c78d499fa000f24788fab65f7c9171c448978b09f,dataset/train/notumor/Tr-noTr_0002.jpg,train,notumor,no_tumor,2,False,False
303c5c415fc8be331907a13c78d499fa000f24788fab65f7c9171c448978b09f,dataset/train/notumor/Tr-no_1059.jpg,train,notumor,no_tumor,2,False,False
37d13e11e66c736b2174792a44b897777f212e935d5c74141ced8dc58d610672,dataset/train/notumor/Tr-noTr_0006.jpg,train,notumor,no_tumor,2,False,False
37d13e11e66c736b2174792a44b897777f212e935d5c74141ced8dc58d610672,dataset/train/notumor/Tr-no_1047.jpg,train,notumor,no_tumor,2,False,False
39c0884fa9dfa4bf3e2464f41480e240ad7db4eded8a5b1ced54c772956746e1,dataset/test/notumor/Te-no_0017.jpg,test,notumor,no_tumor,2,True,False
39c0884fa9dfa4bf3e2464f41480e240ad7db4eded8a5b1ced54c772956746e1,dataset/train/notumor/Tr-no_1159.jpg,train,notumor,no_tumor,2,True,False
39f4f7b252d7809d8d3d2e4521607de2195bf0f66c0592587b1cebd632aac640,dataset/test/pituitary/Te-pi_0044.jpg,test,pituitary,pituitary,2,True,False
39f4f7b252d7809d8d3d2e4521607de2195bf0f66c0592587b1cebd632aac640,dataset/train/pituitary/Tr-pi_0664.jpg,train,pituitary,pituitary,2,True,False
3a34904d65c8cc7579373460050623901047e49eec67a5d635390374c5b48634,dataset/train/notumor/Tr-no_0165.jpg,train,notumor,no_tumor,2,False,False
3a34904d65c8cc7579373460050623901047e49eec67a5d635390374c5b48634,dataset/train/notumor/Tr-no_1118.jpg,train,notumor,no_tumor,2,False,False
3e66ecd9f2d07394ea13b8f2ce9212677a14aea1066e13a1445b00cbc59b998e,dataset/train/notumor/Tr-no_0032.jpg,train,notumor,no_tumor,2,False,False
3e66ecd9f2d07394ea13b8f2ce9212677a14aea1066e13a1445b00cbc59b998e,dataset/train/notumor/Tr-no_1073.jpg,train,notumor,no_tumor,2,False,False
3e802dd22f483ce4d442fe2c7f1890c1c810ec8c1131b364fd4e4593bf0f268a,dataset/test/pituitary/Te-piTr_0001.jpg,test,pituitary,pituitary,4,True,False
3e802dd22f483ce4d442fe2c7f1890c1c810ec8c1131b364fd4e4593bf0f268a,dataset/train/pituitary/Tr-pi_0516.jpg,train,pituitary,pituitary,4,True,False
3e802dd22f483ce4d442fe2c7f1890c1c810ec8c1131b364fd4e4593bf0f268a,dataset/train/pituitary/Tr-pi_0517.jpg,train,pituitary,pituitary,4,True,False
3e802dd22f483ce4d442fe2c7f1890c1c810ec8c1131b364fd4e4593bf0f268a,dataset/train/pituitary/Tr-pi_0518.jpg,train,pituitary,pituitary,4,True,False
3fcd47df13022dff9310847e66344a301655fc62a565598336433f9c098e5074,dataset/train/notumor/Tr-no_0018.jpg,train,notumor,no_tumor,2,False,False
3fcd47df13022dff9310847e66344a301655fc62a565598336433f9c098e5074,dataset/train/notumor/Tr-no_1063.jpg,train,notumor,no_tumor,2,False,False
413708f4f5a9e003997c5c966035431a1bd741b16cde99a42ca6155cccf8f17d,dataset/train/notumor/Tr-no_0119.jpg,train,notumor,no_tumor,2,False,False
413708f4f5a9e003997c5c966035431a1bd741b16cde99a42ca6155cccf8f17d,dataset/train/notumor/Tr-no_0122.jpg,train,notumor,no_tumor,2,False,False
41d847d03ff8e8a80fde982029492adf6c622dc7d78fad2db48b14287c552296,dataset/test/notumor/Te-noTr_0007.jpg,test,notumor,no_tumor,4,True,False
41d847d03ff8e8a80fde982029492adf6c622dc7d78fad2db48b14287c552296,dataset/test/notumor/Te-no_0088.jpg,test,notumor,no_tumor,4,True,False
41d847d03ff8e8a80fde982029492adf6c622dc7d78fad2db48b14287c552296,dataset/train/notumor/Tr-no_0352.jpg,train,notumor,no_tumor,4,True,False
41d847d03ff8e8a80fde982029492adf6c622dc7d78fad2db48b14287c552296,dataset/train/notumor/Tr-no_1089.jpg,train,notumor,no_tumor,4,True,False
41efe60c9486d5c559d6ede0449c1da09b12bfbf8241ba4f28c60f82634cfe04,dataset/train/notumor/Tr-no_0199.jpg,train,notumor,no_tumor,2,False,False
41efe60c9486d5c559d6ede0449c1da09b12bfbf8241ba4f28c60f82634cfe04,dataset/train/notumor/Tr-no_1008.jpg,train,notumor,no_tumor,2,False,False
43c7fb765b0d878dca03cd26cb414b56a2e3280ce2510f3a84dac11003bbd0a0,dataset/train/notumor/Tr-no_0111.jpg,train,notumor,no_tumor,3,False,False
43c7fb765b0d878dca03cd26cb414b56a2e3280ce2510f3a84dac11003bbd0a0,dataset/train/notumor/Tr-no_0159.jpg,train,notumor,no_tumor,3,False,False
43c7fb765b0d878dca03cd26cb414b56a2e3280ce2510f3a84dac11003bbd0a0,dataset/train/notumor/Tr-no_1114.jpg,train,notumor,no_tumor,3,False,False
451f339dbf4d33864e0dd8940f533bbeddda6492cf60bb15615342bd467cc721,dataset/train/meningioma/Tr-me_0616.jpg,train,meningioma,meningioma,2,False,False
451f339dbf4d33864e0dd8940f533bbeddda6492cf60bb15615342bd467cc721,dataset/train/meningioma/Tr-me_0617.jpg,train,meningioma,meningioma,2,False,False
4951f7ba2e002020c835b3f50136c3249f3ae004624b35a262e65dd431d70e56,dataset/train/meningioma/Tr-me_0175.jpg,train,meningioma,meningioma,2,False,False
4951f7ba2e002020c835b3f50136c3249f3ae004624b35a262e65dd431d70e56,dataset/train/meningioma/Tr-me_0281.jpg,train,meningioma,meningioma,2,False,False
4984bb79a4b6f8bbe65f017c74fd7c1dce3f24d94cc9d33f92e22b441a0866ca,dataset/train/notumor/Tr-no_0284.jpg,train,notumor,no_tumor,2,False,False
4984bb79a4b6f8bbe65f017c74fd7c1dce3f24d94cc9d33f92e22b441a0866ca,dataset/train/notumor/Tr-no_1161.jpg,train,notumor,no_tumor,2,False,False
49d44a7fd256a35903b981a4c7fbd2c3adc0f87f24ed0cf34d83a91aa13441b0,dataset/test/notumor/Te-noTr_0006.jpg,test,notumor,no_tumor,2,True,False
49d44a7fd256a35903b981a4c7fbd2c3adc0f87f24ed0cf34d83a91aa13441b0,dataset/train/notumor/Tr-no_0260.jpg,train,notumor,no_tumor,2,True,False
49db0659a53802695ac4af817cff544f8034e7c9883a6751e0e321c86337f86a,dataset/train/notumor/Tr-no_0161.jpg,train,notumor,no_tumor,2,False,False
49db0659a53802695ac4af817cff544f8034e7c9883a6751e0e321c86337f86a,dataset/train/notumor/Tr-no_1116.jpg,train,notumor,no_tumor,2,False,False
4c2c103442bacc20c289e01799a028f732816b392a316671549e21810560ac30,dataset/train/notumor/Tr-no_0245.jpg,train,notumor,no_tumor,2,False,False
4c2c103442bacc20c289e01799a028f732816b392a316671549e21810560ac30,dataset/train/notumor/Tr-no_1140.jpg,train,notumor,no_tumor,2,False,False
4c6238dc9771a99b1623932047fd64d5eb26d25cc294916c516b85e261c8ab46,dataset/test/notumor/Te-no_0079.jpg,test,notumor,no_tumor,2,True,False
4c6238dc9771a99b1623932047fd64d5eb26d25cc294916c516b85e261c8ab46,dataset/train/notumor/Tr-no_0343.jpg,train,notumor,no_tumor,2,True,False
4f2893125ab87fc6fcd6cd5388db893efeb9a1a30e59f942e7743144766c78f6,dataset/test/notumor/Te-no_0032.jpg,test,notumor,no_tumor,3,True,False
4f2893125ab87fc6fcd6cd5388db893efeb9a1a30e59f942e7743144766c78f6,dataset/train/notumor/Tr-no_0384.jpg,train,notumor,no_tumor,3,True,False
4f2893125ab87fc6fcd6cd5388db893efeb9a1a30e59f942e7743144766c78f6,dataset/train/notumor/Tr-no_0989.jpg,train,notumor,no_tumor,3,True,False
4f3c00ef520660295576c472a0cafc9f1bb400d736b352b736966af08bf09235,dataset/test/notumor/Te-no_0018.jpg,test,notumor,no_tumor,4,True,False
4f3c00ef520660295576c472a0cafc9f1bb400d736b352b736966af08bf09235,dataset/test/notumor/Te-no_0070.jpg,test,notumor,no_tumor,4,True,False
4f3c00ef520660295576c472a0cafc9f1bb400d736b352b736966af08bf09235,dataset/train/notumor/Tr-no_0334.jpg,train,notumor,no_tumor,4,True,False
4f3c00ef520660295576c472a0cafc9f1bb400d736b352b736966af08bf09235,dataset/train/notumor/Tr-no_0974.jpg,train,notumor,no_tumor,4,True,False
53765f8fc313f7684b0df4547a89e27ecae20ae66c60ee26318fc9f1a301de8d,dataset/test/notumor/Te-no_0101.jpg,test,notumor,no_tumor,2,True,False
53765f8fc313f7684b0df4547a89e27ecae20ae66c60ee26318fc9f1a301de8d,dataset/train/notumor/Tr-no_0249.jpg,train,notumor,no_tumor,2,True,False
